Date,high,low,close,open,volumek,gas,oil,coal,power,stock,pos,neg,trends
2023/11/30,71.71,70.44,70.56,70.55,26.25,107.13,82.83,118.9,89.93,462.1,0.218,0.656,87
2023/12/1,73.13,70.57,72.45,70.79,21.53,109.65,78.88,120.4,93.91,466.8,0.838,0.611,77
2023/12/4,72.08,70.15,70.43,72.03,31.64,100.76,78.03,118.9,88.71,466.4,0.246,0,88
2023/12/5,70.88,68.42,68.91,70.72,30.66,95.38,77.2,117.95,87.27,468.3,0.097,0.323,82
2023/12/6,70,68.37,68.96,69.11,23.02,98.25,74.3,120.75,88.05,471.3,0.491,0.857,92
2023/12/7,70.19,68.65,69.97,68.86,22.52,99.94,74.05,121.75,91.05,469.1,0.515,0.514,88
2023/12/8,70.76,68.45,68.62,70,22.24,97.1,75.84,122.9,90.52,472.8,0.917,0.577,55
2023/12/11,68.5,66.26,67.34,68.5,29.08,90.18,76.03,121.95,81.46,474.3,0.16,0.14,84
2023/12/12,68.6,66.88,68.24,67.3,23.04,86.7,73.24,117.8,77.29,472.9,0.045,0.213,96
2023/12/13,69.98,68.01,68.88,68.21,26.59,89.65,74.26,117.75,77.19,473,0.145,0.29,58
2023/12/14,70.16,65.99,66.73,69.12,23.65,86.8,76.61,117.75,74.23,477.1,0.218,0.143,71
2023/12/15,67.82,66.22,67.57,66.76,12.69,82.55,76.55,117,73.62,478.78,0.834,0.554,48
2023/12/18,71.38,67.03,69.61,68.26,4.27,88.74,77.95,117.2,72.29,478.2,0.061,0.128,70
2023/12/19,69.99,68.75,69.76,69.99,1.04,80.55,79.23,115.9,71.23,480.4,0.92,0.155,75
2023/12/20,73.55,69.75,73.2,69.75,1.45,83.4,79.7,115.95,72.07,481.5,1.02,0.321,49
2023/12/21,76.42,73.5,75.88,73.5,0.82,85.55,79.39,115.75,73.83,479.6,0.197,0.197,53
2023/12/22,77.08,75,76.94,75.88,0.45,85.32,79.07,116,72.88,480.6,1.182,0.502,41
2023/12/27,78.57,77.08,77.74,77.27,0.96,90.03,79.65,117.5,68.22,481.6,0,0,30
2023/12/28,78.02,76.98,77.94,77.69,0.94,83.56,78.39,117.25,68.28,480.4,0,0,38
2023/12/29,78.61,77.28,77.98,78,0.94,80.71,77.04,117.6,69.52,479.8,0,0,34
2024/1/2,78.22,73.04,74.09,78.17,0.69,76.27,75.89,106.15,89.29,480.3,0.059,0,53
2024/1/3,75.58,74.2,75.42,74.2,0.21,81.49,78.25,108.95,97.05,476,0.399,0.049,74
2024/1/4,76.1,73.1,73.78,75.45,1.39,83.86,77.59,112.3,96.17,479.8,0.129,0.091,42
2024/1/5,74.54,73.18,73.97,73.32,0.38,87.02,78.76,116,95.37,478.3,1.048,0.859,33
2024/1/8,73.75,69.89,69.96,73.68,0.78,78.76,76.12,113.2,85.79,479.7,0,0,61
2024/1/9,70.73,69.25,69.9,69.5,0.48,76.45,77.59,111.25,81.59,479,0.155,0.195,61
2024/1/10,70.5,67.47,67.72,70.3,0.75,77.13,76.8,109,80.95,478.3,0.392,0.107,61
2024/1/11,67.7,65.2,65.96,67.67,1.06,76.73,77.41,106.5,79.54,474.2,0.296,0.08,79
2024/1/12,66.93,63,63.8,66.93,0.51,79.92,78.29,108.8,79.65,478,0.874,0.452,60
2024/1/15,67.46,64.61,66.9,66,22.19,74.12,78.15,107.5,79.65,475.8,0.185,0.058,66
2024/1/16,67.4,65.05,65.49,66.98,22.43,73.52,78.29,107.75,78.55,474.1,1.037,0.266,64
2024/1/17,66.07,62.86,63.31,65.39,25.63,68.36,77.88,107.1,76.26,468.8,0.363,0.441,61
2024/1/18,64.13,62.5,63.28,63.09,18.19,68.42,79.1,107.05,76.41,471.5,0.136,0.826,75
2024/1/19,64.23,62.93,63.42,63.37,15.14,69.86,78.56,106,76.65,470.2,0.137,0.286,45
2024/1/22,63.03,60.86,62.41,63.03,21.64,66.91,80.06,105.35,74.97,474.1,0.065,0.034,72
2024/1/23,63.8,61.6,63.27,62,20.28,66.75,79.55,105.5,75.41,472.8,0.521,0.615,85
2024/1/24,66.1,63.16,65.8,63.36,25.09,71.37,80.04,105.8,76.47,478.3,0.842,0.371,74
2024/1/25,66.43,62.9,63.41,66.43,25.61,68.48,82.43,105.6,76.51,479.4,0.605,0.412,59
2024/1/26,65.03,62.1,63.1,63.15,21.96,69.35,83.55,106,76.18,485,0.922,0.763,71
2024/1/29,64.06,61.58,61.77,63.6,22.58,69.48,82.4,94.3,76.46,485.5,0.224,0.039,57
2024/1/30,64.02,61.3,64.02,61.63,22.87,73.09,82.87,96.15,76.57,486.7,0.985,0.593,74
2024/1/31,65.14,62.94,64.4,63.92,21.32,74.3,81.71,99.6,73.68,486.8,0.867,0.406,65
2024/2/1,64.87,62.1,62.32,64.16,22.15,71.25,78.7,97.3,69.17,484,0.832,0.232,73
2024/2/2,64.37,61.9,63.5,62.05,17.96,71.48,77.33,98.4,69.48,484.6,0.532,0.403,67
2024/2/5,64.31,62.07,62.59,63.8,19.16,69.33,77.99,98.15,70.5,483.8,0.154,0.366,76
2024/2/6,63.97,62,63.49,62.79,19.28,70.09,78.59,98.6,71.9,487.7,0.29,0.304,69
2024/2/7,63.68,62.25,62.32,63.35,17.67,68.98,79.21,98.6,70.48,485.8,0.665,0.644,81
2024/2/8,62.5,60.27,60.71,62.5,26.07,68.35,81.63,97.65,68.12,485.5,1.005,0.376,85
2024/2/9,60.5,58.2,58.8,60.5,26.39,66.42,82.19,96,64.65,485.1,0.876,0.756,53
2024/2/12,58.8,56.59,57.2,58.64,24.58,62.65,82,94.5,62.03,487.7,0.203,0.145,74
2024/2/13,57.89,55.65,56.65,57.2,23.8,62.19,82.77,94.1,61.37,483,0.396,0.509,74
2024/2/14,57.57,55.41,56.44,56.43,23.61,61.07,81.6,93.8,59.98,485.3,0.494,0.402,72
2024/2/15,59.05,56.13,57.95,56.44,28.07,61.1,82.86,94.45,59.04,488.4,0.316,0.341,75
2024/2/16,58.21,56.29,57.11,57.95,20.13,60.56,83.47,94.5,58.65,491.9,0.746,0.24,62
2024/2/19,57.11,52.9,53.14,57.11,29.61,57.93,83.56,94.4,58.65,492.6,0.51,0.467,86
2024/2/20,55.04,51.86,54.21,53.5,30.45,59.29,82.34,94.55,59.94,492,0.311,0.371,78
2024/2/21,54.98,53.28,54.51,54.05,18.58,59.12,83.03,95.25,60.87,490.8,0.625,0.286,98
2024/2/22,54.48,52.37,52.59,54.48,22.36,57.3,83.67,95.7,60.5,495.6,0.548,0.047,72
2024/2/23,53.01,51.12,52.51,52.9,26.23,56.46,81.62,95.55,61.32,497.2,0.647,1.178,48
